,lon,lat_weidu,BIOME_1_2,ABS_lat,cec_0.30_mean,nitrogen_0.30_mean,phh2o_0.30_mean,soc_0.30_mean,GDP_per_capita_PPP2005,Human_development_index2005,Annual_mean_moisture_index_2,anthropogenic_biome_2,Aridity_index_2,CN30cm_1_2,population_density_2,Human_influence_index_2,development_threat_index_2,human_modification_terrestrial_2,nfertilizer_global_2,occP_1_2,totP,labP,orgP,pfertilizer_global_2,Potential_evapotranspiration_annual_2,secP_1_2,SMC30cm_1_2,SMN30cm_1_2,wc2.1_2.5m_elev_2,bdod_0_30cm_mean,cfvo_0_30cm_mean,clay_0_30cm_mean,ocd_0_30cm_mean,sand_0_30cm_mean,silt_0_30cm_mean,human_footprint_3,travel_time_to_cities_min,prec,srad,tavg,tmax,tmin,human_sum,human_organic,human_inorganic,human_two_component,human_phosphotransferase,human_transporters
SRR10159356,116.93,28.21,103,28.21,97.23069255,78.40230815,49.53807195,108.4041672,8820.905273,0.703002393,1.075183868,21,13478,6.671097755,1292.712524,38,2,0.581914008,45.18299866,303.6681519,604.5,41.7600174,158.496109,8.706000328,1316,80.74488831,101.8830032,15.27229977,40,138.8909251,123.2686005,288.1633504,244.0532837,415.0305379,296.8437602,22.33833313,0.704882801,147.0396713,14669.91667,18.50974929,22.73015658,14.28912592,0.964596014,-0.032174972,-0.012432437,0.192137731,0.354899899,0.462165793
SRR10260005,114.86278,30.07556,110,30.07556,181.4824778,168.0972824,61.89295705,219.4417267,11608.87012,0.739108324,1.067413449,12,10566,3.891671419,908.793396,26,1,0.797474682,34.34700012,NA,NA,NA,NA,6.998000145,1299,NA,47.17639923,12.12240028,32,130.4729309,163.1006114,403.6944784,279.6149851,172.4995931,423.3313192,25.25865364,0,115.2009805,13689.41667,17.14315132,21.52161535,12.76759034,2.034222128,0.447178711,0.365746753,0.646017232,0.670916634,-0.095637202
SRR10260006,113.86417,30.97917,110,30.97917,188.9893799,298.4747111,71.80936941,235.7783203,11608.87012,0.739108324,0.983546317,11,9309,3.431773663,552.9187622,26,2,0.772367775,110.4639969,73.31347656,321.8891602,39.77147675,130.8690491,23.90699959,1224,23.08366013,43.54199982,12.68789959,27,135.1278585,72.0524826,347.1776326,262.470693,174.5315959,478.1602478,17.81038094,9.364340782,95.55875317,13313.75,16.58281205,20.81289534,12.35318136,0.421673908,-0.627098059,0.039974548,0.219739464,0.909140957,-0.120083002
SRR10260007,132.31889,45.36444,105,45.36444,271.0222371,355.349706,62.66079585,767.9754028,11265.08105,0.747603774,0.644054651,31,5888,5.138522625,8.768597603,26,1,0.486362755,14.99300003,NA,NA,NA,NA,2.559000015,973,NA,95.26409912,18.53919983,70,109.4279963,105.8089167,322.3825887,329.7699382,348.9199015,328.8724264,11.20797825,46.10381317,48.22006853,13522.08333,4.012341976,9.461361433,-1.439363728,0.353298082,0.002524928,0.166290101,0.205258677,0.323577955,-0.344353578
SRR10260008,134.7,48.3,105,48.3,272.2021383,512.8621318,64.60267893,749.1135254,16530.91211,0.796545088,0.80546695,51,7761,4.786716461,2.748090744,11,4,0.202136159,0.180999994,69.44468689,321.8891602,34.7212944,49.01543808,0.023,891,16.98644829,87.94490051,18.37269974,36,115.9245326,93.36126963,245.4039256,350.4652405,304.5095418,450.2123922,2,60.32738876,57.64320819,13113.41667,1.960689982,6.946766227,-3.022645399,-1.312758386,-0.32108625,-0.063297702,-0.196521436,0.032868105,-0.764721104
SRR10260009,101.5,23.94389,112,23.94389,212.2190043,391.0693868,56.37210464,644.789978,6537.248047,0.646719754,0.780100465,51,10415,4.910864353,64.35453796,18,3,0.38670066,8.196000099,103.9856186,206.9999847,14.29995537,54.27410507,1.687999964,1063,27.64960861,60.69189835,12.3586998,2374,107.2346675,241.0915375,301.0734762,381.301178,236.8525441,461.8155111,6,15.50889683,91.94087903,15129.83333,15.00363127,20.23761002,9.765277882,0.041801857,-0.164236253,0.068165548,0.098951407,0.414098534,-0.37517738
SRR10260010,102.46361,22.99361,105,22.99361,182.9362691,318.4278819,56.7135582,547.7316284,6537.248047,0.646719754,0.907019973,32,11364,5.977665424,175.4371185,22,3,0.268405765,17.16600037,103.9856186,206.9999847,14.29995537,54.27410507,5.046000004,1165,27.64960861,80.88020325,13.53040028,1809,113.80513,234.0602926,307.0063883,334.3704071,288.1505432,404.710968,14.43732357,0.977399707,107.0651565,15123.66667,15.52968518,20.29576763,10.75811271,-0.905154419,-0.287542716,-0.241311731,-0.254414127,-0.095313382,-0.026572463
SRR10260011,121.23333,31.72722,111,31.72722,178.0930379,280.8702901,71.1717453,290.7087097,31040.42773,0.864416838,1.017979622,32,8414,6.867431164,166.0698853,18,2,0.733433604,82.25,73.31347656,321.8891602,39.77147675,130.8690491,19.82999992,1216,23.08366013,73.03649902,10.63519955,4,127.6504084,88.53308105,316.0809326,239.9809875,225.0081177,458.7813212,47.89492035,28958.66406,85.49467373,14990.5,15.4403978,18.62328184,12.25623725,-5.161915178,-0.832787071,-1.251700972,0.378844732,1.0572303,-4.513502166
SRR10260012,120.74278,30.89667,111,30.89667,155.6305033,245.2974345,67.67490641,331.1186218,21194.58984,0.790081263,0.979804099,21,8342,5.687073231,1935.449585,22,2,0.789899111,156.6730042,73.31347656,321.8891602,39.77147675,130.8690491,36.07099915,1243,23.08366013,104.6119995,18.3946991,5,116.5769145,88.60371145,353.1175537,230.7945608,183.8758901,462.9786479,18.1624012,0,86.59626547,14734,16.02090238,19.40919725,12.63913392,-0.657894382,-1.28080991,-0.425679845,-0.071903075,1.188047823,-0.067549376
SRR10360602,-123.6309,39.7393,102,39.7393,222.1352132,494.5514476,57.75642522,1482.242554,55768.4375,0.9511953,0.878002703,52,11595,5.212356567,0.544150054,6,1,0.044659976,0.149000004,186.3075867,370.8750305,25.62075424,97.24111176,0.052999999,1364,49.53889084,92.4375,17.73430061,572,119.528183,227.7763163,270.1564891,337.8487295,324.4731649,405.2336934,1,49.19573593,134.6391036,15619.16667,11.37961133,18.26506281,4.497703195,-3.391733919,-0.512088027,-0.507120195,-0.603144159,-0.378014451,-1.391367087
SRR10360603,-123.6309,39.7393,102,39.7393,222.1352132,494.5514476,57.75642522,1482.242554,55768.4375,0.9511953,0.878002703,52,11595,5.212356567,0.544150054,6,1,0.044659976,0.149000004,186.3075867,370.8750305,25.62075424,97.24111176,0.052999999,1364,49.53889084,92.4375,17.73430061,572,119.528183,227.7763163,270.1564891,337.8487295,324.4731649,405.2336934,1,49.19573593,134.6391036,15619.16667,11.37961133,18.26506281,4.497703195,-3.391733919,-0.512088027,-0.507120195,-0.603144159,-0.378014451,-1.391367087
SRR10360604,-123.6309,39.7393,102,39.7393,222.1352132,494.5514476,57.75642522,1482.242554,55768.4375,0.9511953,0.878002703,52,11595,5.212356567,0.544150054,6,1,0.044659976,0.149000004,186.3075867,370.8750305,25.62075424,97.24111176,0.052999999,1364,49.53889084,92.4375,17.73430061,572,119.528183,227.7763163,270.1564891,337.8487295,324.4731649,405.2336934,1,49.19573593,134.6391036,15619.16667,11.37961133,18.26506281,4.497703195,-3.391733919,-0.512088027,-0.507120195,-0.603144159,-0.378014451,-1.391367087
SRR10360605,-123.6309,39.7393,102,39.7393,222.1352132,494.5514476,57.75642522,1482.242554,55768.4375,0.9511953,0.878002703,52,11595,5.212356567,0.544150054,6,1,0.044659976,0.149000004,186.3075867,370.8750305,25.62075424,97.24111176,0.052999999,1364,49.53889084,92.4375,17.73430061,572,119.528183,227.7763163,270.1564891,337.8487295,324.4731649,405.2336934,1,49.19573593,134.6391036,15619.16667,11.37961133,18.26506281,4.497703195,-3.391733919,-0.512088027,-0.507120195,-0.603144159,-0.378014451,-1.391367087
SRR10360606,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360607,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360608,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360609,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360610,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360611,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360612,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360613,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360614,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360615,-123.6309,39.7393,102,39.7393,222.1352132,494.5514476,57.75642522,1482.242554,55768.4375,0.9511953,0.878002703,52,11595,5.212356567,0.544150054,6,1,0.044659976,0.149000004,186.3075867,370.8750305,25.62075424,97.24111176,0.052999999,1364,49.53889084,92.4375,17.73430061,572,119.528183,227.7763163,270.1564891,337.8487295,324.4731649,405.2336934,1,49.19573593,134.6391036,15619.16667,11.37961133,18.26506281,4.497703195,-3.391733919,-0.512088027,-0.507120195,-0.603144159,-0.378014451,-1.391367087
SRR10360616,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360617,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360618,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360619,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360620,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360621,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360622,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360623,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360624,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360625,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360626,-123.6309,39.7393,102,39.7393,222.1352132,494.5514476,57.75642522,1482.242554,55768.4375,0.9511953,0.878002703,52,11595,5.212356567,0.544150054,6,1,0.044659976,0.149000004,186.3075867,370.8750305,25.62075424,97.24111176,0.052999999,1364,49.53889084,92.4375,17.73430061,572,119.528183,227.7763163,270.1564891,337.8487295,324.4731649,405.2336934,1,49.19573593,134.6391036,15619.16667,11.37961133,18.26506281,4.497703195,-3.391733919,-0.512088027,-0.507120195,-0.603144159,-0.378014451,-1.391367087
SRR10360627,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360628,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360629,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360630,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360631,-123.4758,39.5673,112,39.5673,216.2688649,273.9069722,58,602.8018188,55768.4375,0.9511953,0.820108473,51,10064,6.369416714,0.238730907,11,1,0.048160318,0.823000014,234.4909821,532.3766479,27.95848846,99.73036957,0.273999989,1462,23.36106491,141.552002,22.22369957,730,129.0446828,165.4187673,266.8477834,387.3352559,400.2238668,333.8611552,2.913295507,20.2465992,123.1236602,15771.66667,11.69538105,19.47556345,3.911582497,-3.227890459,-0.499732244,-0.548888785,-0.615360233,-0.408122967,-1.155786232
SRR10360632,-123.6444,39.7279,102,39.7279,221.2753601,477.6688131,57.0492808,1888.284912,55768.4375,0.9511953,0.878002703,52,11756,5.212356567,0.7486673,10,1,0.041299235,NA,186.3075867,370.8750305,25.62075424,97.24111176,NA,1354,49.53889084,92.4375,17.73430061,572,119.809288,236.0970205,293.591685,341.944102,323.6330872,382.7770894,1,40.39749908,134.6391036,15619.16667,11.37961133,18.26506281,4.497703195,NA,NA,NA,NA,NA,NA
SRR10360633,-123.6444,39.7279,102,39.7279,221.2753601,477.6688131,57.0492808,1888.284912,55768.4375,0.9511953,0.878002703,52,11756,5.212356567,0.7486673,10,1,0.041299235,NA,186.3075867,370.8750305,25.62075424,97.24111176,NA,1354,49.53889084,92.4375,17.73430061,572,119.809288,236.0970205,293.591685,341.944102,323.6330872,382.7770894,1,40.39749908,134.6391036,15619.16667,11.37961133,18.26506281,4.497703195,NA,NA,NA,NA,NA,NA
SRR10360634,-123.6444,39.7279,102,39.7279,221.2753601,477.6688131,57.0492808,1888.284912,55768.4375,0.9511953,0.878002703,52,11756,5.212356567,0.7486673,10,1,0.041299235,NA,186.3075867,370.8750305,25.62075424,97.24111176,NA,1354,49.53889084,92.4375,17.73430061,572,119.809288,236.0970205,293.591685,341.944102,323.6330872,382.7770894,1,40.39749908,134.6391036,15619.16667,11.37961133,18.26506281,4.497703195,NA,NA,NA,NA,NA,NA
